"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Solomon Islands","SLB","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","1840000.0333786","2009999.99046326","2309999.94277954","2950000.04768372","2910000.08583069","4230000.01907349","5309999.94277954","6000000","6690000.05722046","7449999.80926514","8220000.26702881","7070000.17166138","12560000.4196167","11630000.1144409","12020000.4577637","22299999.2370605","19329999.9237061","16450000.7629395","26100000.3814697","24329999.9237061","41060001.373291","27780000.6866455","26239999.7711182","25590000.1525879","18389999.3896484","19059999.4659424","27649999.6185303","52549999.2370605","52150001.5258789","45639999.3896484","41610000.6103516","36840000.1525879","44340000.1525879","53430000.3051758","46889999.3896484","47830001.8310547","42750000","41791000.3662109","28631000.5187988","40073860.168457","68382858.2763672","59182861.328125","26180000.3051758","61939998.626709","121559997.558594","196788330.078125","199703338.623047","237172592.163086","224160507.202148","205780654.907227","333239990.234375","327875976.5625","305098052.978516","289831481.933594","200519821.166992","190026168.823242","175502349.853516","186809005.737305","195561187.744141","223892639.160156","214311080.932617","264620849.609375","253521606.445313","243661376.953125","",
"Sierra Leone","SLE","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","6719999.79019165","14970000.2670288","7599999.90463257","9789999.96185303","10060000.4196167","17520000.4577637","10220000.2670288","7489999.77111816","10729999.5422363","8810000.4196167","6630000.11444092","10409999.8474121","10199999.8092651","14079999.9237061","10319999.6948242","16629999.1607666","13000000","25280000.6866455","39310001.373291","52919998.1689453","90559997.5585938","59599998.4741211","81750000","64800003.0517578","57909999.8474121","63799999.2370605","90489997.8637695","66010002.1362305","101519996.643066","98660003.6621094","59319999.6948242","103269996.643066","133059997.558594","206470001.220703","273730010.986328","212270004.272461","182520004.272461","118013000.488281","106532997.131348","73733001.7089844","180639999.389648","334631652.832031","383211669.921875","337171661.376953","376225646.972656","339980621.337891","380342163.085938","550531982.421875","379340972.900391","447292846.679688","398269989.013672","423892974.853516","439737945.556641","449064392.089844","914030822.753906","946966125.488281","693210266.113281","541119445.800781","508151275.634766","567083679.199219","842418395.996094","711213317.871094","519246398.925781","497800445.556641","",
"El Salvador","SLV","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","1340000.0333786","8420000.07629395","6530000.20980835","11770000.4577637","12729999.5422363","14510000.2288818","20959999.0844727","14539999.961853","10810000.4196167","12699999.8092651","14090000.1525879","10439999.5803833","15890000.3433228","12319999.6948242","9590000.15258789","16879999.1607666","17170000.0762939","25879999.1607666","33669998.1689453","37169998.1689453","84160003.6621094","118260002.13623","186860000.610352","250110000.610352","237850006.103516","325480010.986328","328880004.882813","421459991.455078","397200012.207031","380959991.455078","328480010.986328","272220001.220703","362750000","341100006.103516","273380004.882813","279190002.441406","274070007.324219","265942626.953125","187469299.316406","197944305.419922","192445007.324219","252948333.740234","249458328.24707","211414993.286133","237341659.545898","218491668.701172","178235260.009766","107533615.112305","243313613.891602","292424102.783203","301040008.544922","297385925.292969","219908264.160156","169141067.504883","98074417.1142578","89703399.6582031","128970046.99707","151618194.580078","253461120.605469","303699066.162109","344064392.089844","214443862.915039","709233581.542969","498810394.287109","",
"San Marino","SMR","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia, Fed. Rep.","SOM","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","21469999.3133545","23209999.0844727","23770000.4577637","30450000.7629395","21750000","28670000.0762939","50229999.5422363","14409999.8474121","31899999.6185303","32959999.0844727","27620000.8392334","30569999.6948242","29729999.5422363","50959999.0844727","80949996.9482422","165399993.896484","101150001.525879","234949996.948242","263040008.544922","274089996.337891","479959991.455078","382380004.882813","473880004.882813","341029998.779297","347589996.337891","350709991.455078","506500000","587070007.324219","431720001.220703","419149993.896484","514809997.558594","186419998.168945","653659973.144531","892119995.117188","535119995.117188","187929992.675781","88180000.3051758","81180000.3051758","81319999.6948242","115699996.948242","102230003.356934","149300003.051758","152720001.220703","176179992.675781","201279998.779297","240220001.220703","396170013.427734","393739990.234375","765869995.117188","661643005.371094","503239990.234375","1098981201.17188","990456665.039063","1054583984.375","1109195800.78125","1260561889.64844","1183635620.11719","1760372314.45313","1575183105.46875","1720547241.21094","3045629394.53125","2407831542.96875","1950879394.53125","2281094970.70313","",
"Serbia","SRB","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49220001.2207031","95059997.5585938","69510002.1362305","97360000.6103516","108230003.356934","707400024.414063","1134270019.53125","1304180053.71094","2084639892.57813","1310476318.35938","1159703735.35156","1068493774.41406","1579587402.34375","842456726.074219","975886474.609375","623142395.019531","635250000","1379172119.14063","1087777221.67969","780272827.148438","367045257.568359","312481506.347656","633469238.28125","1688415649.41406","1070118896.48438","565125976.5625","489367584.228516","534290771.484375","511412139.892578","578221740.722656","",
"Sub-Saharan Africa (excluding high income)","SSA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","596250008.530915","797079993.152991","911209987.133741","904349991.155788","1009920000.7543","1086740009.42707","1164369995.74304","1282190018.35585","1150010006.82078","1125189997.79224","1168650008.30777","1348649994.73654","1445550010.968","1795889999.8907","2576280019.93895","3487899963.79614","3219110023.0217","3835759994.98367","5195240028.38135","6636729982.3761","7690850016.35551","7461699984.07364","7828009984.97009","7558419929.75213","8346560043.09654","9178439918.9949","10967649967.0744","12735709895.3724","14427490047.2164","15425189891.8152","17746099971.7712","17737910018.9209","19159499944.9253","17277129899.9786","19151559783.9355","18589920097.3511","16300660058.9752","14854790021.8964","14430289968.4906","13192960071.5637","13012830086.7081","14261540022.85","18970730117.7979","24849039922.7142","26448710002.8992","32783320144.6533","41157109867.0959","36135010303.4973","40215629882.8125","44254090175.6287","44223909770.9656","47284939727.7832","46714430057.5256","47671100196.8384","46447200042.7246","44758079948.4253","44302510124.2065","49548889845.8481","50887670280.4565","53017349622.7264","66884599784.8511","62272819988.2507","","","",
"South Sudan","SSD","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","435829681.396484","1186258056.64063","1399301147.46094","1964120727.53906","1674833251.95313","1587029541.01563","2183241210.9375","1577496459.96094","1678002197.26563","1824250610.35156","2120690185.54688","2077975097.65625","1791723999.02344","",
"Sub-Saharan Africa","SSF","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","597350008.554757","798079993.152991","911699987.143278","904989991.141483","1010860000.75191","1088290009.37939","1165299995.75019","1284430018.36538","1152470006.85893","1126479997.7541","1172670008.2887","1356389994.50766","1454270011.23503","1804889999.65228","2600700020.01524","3497559963.88197","3226930023.10395","3847489995.30077","5212200029.19436","6664489981.65131","7721580015.89775","7488759983.53958","7860069985.38971","7584869929.56139","8376560043.09654","9217589920.52078","11016589967.6085","12813089894.5332","14496010047.6742","15500969892.5018","17841889972.6868","17822830018.9972","19240769945.3831","17349529899.5972","19194359783.1726","18636510098.4573","16350740058.8989","14895880022.049","14476799968.7195","13226520071.0297","13057700087.5473","14288190022.4686","19048810117.7216","24879359923.3627","26488490002.6321","32838650146.4844","41197029866.2186","36172450304.0314","40255199884.4147","44309030176.1627","44362909770.9656","47332209726.3336","46763630057.3349","47703150197.0291","46459720042.7055","44772349948.4062","44315230124.4736","49572019846.4394","50894390280.2467","53080099622.7264","66890549784.6603","62285599987.9837","","","",
"Small states","SST","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","200949998.697266","230140000.786632","267140001.229942","326719999.285415","479369998.494163","588470002.008602","815990004.077553","755400000.74543","1057259997.66775","1152679996.61341","1442640002.00853","1491829994.88525","1367409995.11257","1396600005.42551","1349069991.08009","1224739998.80627","1540060006.11931","1697549989.99462","1668060007.17357","1890570003.31953","2502299995.1914","2240420000.97036","2161270010.51046","2234919993.23107","2535540013.05997","2417120014.92456","2374960023.00084","2200430011.33203","2031760006.15954","1860980018.91375","1747030013.91888","1747189988.52372","1870660021.42429","1903700001.06096","2159229986.47392","2085429982.06616","2279279974.57981","2907799982.54776","3736150009.63211","3597200010.29968","3957520000.45776","3845949978.82843","3735980009.79423","3766680026.88885","3213590000.391","2801969990.49187","2663570009.88722","3258539996.62399","3522149985.79025","3591990024.56665","4976689963.34076","4911099954.41511","","","",
"Sao Tome and Principe","STP","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","109999.999403954","1009999.99046326","","","","","1059999.94277954","379999.995231628","209999.993443489","","","","","","","839999.973773956","11649999.6185303","3039999.96185303","3980000.01907349","2950000.04768372","3819999.9332428","6000000","9840000.15258789","11579999.9237061","11170000.0762939","12210000.038147","12350000.3814697","17219999.3133545","24430000.3051758","44500000","54119998.9318848","51009998.3215332","56430000.3051758","46490001.6784668","49930000.3051758","84089996.3378906","47400001.5258789","33419998.1689453","28059999.4659424","27520000.4577637","34944332.1228027","38180999.7558594","26090999.6032715","37850967.4072266","33682632.4462891","32697631.8359375","23063333.5113525","51073963.1652832","47291477.2033691","30464834.2132568","47130001.0681152","73479949.9511719","50700428.0090332","53749443.0541992","41377082.824707","48997791.2902832","47036037.4450684","40242568.9697266","52176284.7900391","51827579.498291","93117263.7939453","72983970.6420898","55170074.4628906","86840171.8139648","",
"Suriname","SUR","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","8819999.69482422","10340000.1525879","8960000.03814697","13789999.961853","11649999.6185303","16469999.3133545","3630000.11444092","3910000.08583069","17860000.6103516","17579999.9237061","25239999.7711182","27110000.6103516","35209999.0844727","29620000.8392334","47939998.626709","52569999.6948242","103389999.389648","89900001.5258789","65290000.9155273","94370002.746582","82010002.1362305","96559997.5585938","101260002.13623","3819999.9332428","5059999.94277954","9500000","13359999.6566772","18639999.3896484","21120000.8392334","50689998.626709","61029998.7792969","43259998.3215332","79830001.8310547","78029998.7792969","60020000.4577637","76730003.3569336","108470001.220703","75380668.6401367","57950668.3349609","33817333.2214355","34834667.2058105","23754667.2821045","12328000.0686646","11137999.5346069","24798000.3356934","42876667.0227051","63032600.402832","150312606.811523","100015930.175781","154520004.272461","100449996.948242","76331855.7739258","40353988.6474609","30818239.2120361","13392944.3359375","15980072.9751587","16526849.7467041","20128007.8887939","14181736.946106","23690048.2177734","27499084.4726563","29174047.4700928","55243419.6472168","43524604.7973633","",
"Slovak Republic","SVK","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6840000.15258789","114699996.948242","63360000.6103516","50520000.4577637","78389999.3896484","97959999.0844727","97589996.3378906","70419998.1689453","154820007.324219","318709991.455078","112989997.86377","164039993.286133","152649993.896484","161869995.117188","234789993.286133","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7139999.8664856","31870000.8392334","52540000.9155273","82199996.9482422","96620002.746582","39759998.3215332","31049999.2370605","60810001.373291","125559997.558594","52759998.3215332","","","","","","","","","","","","","","","","","","","","","","",
"Sweden","SWE","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","8489999.77111816","11439999.5803833","6789999.96185303","6489999.77111816","12750000","15220000.2670288","10590000.1525879","9560000.4196167","7889999.8664856","9789999.96185303","6000000","2059999.94277954","8710000.03814697","10449999.8092651","14319999.6948242","14460000.038147","13270000.4577637","27469999.3133545","43450000.7629395","48470001.2207031","48139999.3896484","35209999.0844727","26360000.6103516","32380001.0681152","28930000.3051758","23969999.3133545","32930000.3051758","43540000.9155273","38270000.4577637","29659999.8474121","53630001.0681152","52919998.1689453","56009998.3215332","54209999.0844727","57779998.7792969","57750000","33049999.2370605","28437803.2684326","34957801.8188477","29147802.3529053","13134667.3965454","29154666.9006348","22163667.678833","34189033.5083008","21919033.0505371","46710033.416748","34779998.7792969","50669624.3286133","70013130.1879883","55767929.0771484","90029998.7792969","124091674.804688","89618225.0976563","117793670.654297","86373161.315918","92625350.9521484","147638656.616211","147611190.795898","121305877.685547","71575668.3349609","106464889.526367","126073486.328125","97627441.40625","110430183.410645","",
"Sint Maarten (Dutch part)","SXM","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","100000.001490116","540000.021457672","589999.973773956","2730000.01907349","12920000.0762939","5760000.22888184","1519999.98092651","15880000.1144409","18370000.8392334","19020000.4577637","27399999.6185303","25149999.6185303","34650001.5258789","22250000","28750000","33270000.4577637","49240001.6784668","41450000.7629395","47909999.8474121","56869998.9318848","96569999.6948242","73629997.253418","64930000.3051758","65099998.4741211","62970001.2207031","64809997.5585938","57520000.4577637","64480003.3569336","53419998.1689453","61130001.0681152","57990001.6784668","82099998.4741211","92449996.9482422","79900001.5258789","37740001.6784668","98389999.3896484","120680000.305176","110610000.610352","129080001.831055","126980003.356934","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","1100000.02384186","1000000","490000.009536743","639999.985694885","939999.997615814","1549999.95231628","930000.007152557","2240000.00953674","2460000.03814697","1289999.96185303","4019999.98092651","7739999.77111816","8720000.26702881","7989999.77111816","8529999.73297119","7480000.01907349","7400000.09536743","10890000.3433228","16370000.8392334","25129999.1607666","21500000","16829999.9237061","18100000.3814697","15329999.9237061","15029999.7329712","22040000.9155273","28540000.9155273","24149999.6185303","20610000.6103516","19559999.4659424","35560001.373291","22739999.7711182","19450000.7629395","19739999.7711182","13069999.6948242","13189999.5803833","19260000.2288818","17195430.7556152","24345462.7990723","13315463.0661011","23599033.3557129","13412332.53479","57932334.8999023","9387666.70227051","10627499.5803833","17195999.1455078","13706666.9464111","6079999.92370605","7489999.77111816","23158332.824707","35540000.9155273","22720363.6169434","34746582.03125","27418546.6766357","12002858.1619263","6782155.99060059","5798510.07461548","16201305.3894043","","","","","","","",
"Syrian Arab Republic","SYR","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","18389999.3896484","16200000.7629395","24979999.5422363","2710000.03814697","4699999.80926514","3269999.98092651","20290000.9155273","5809999.94277954","5219999.79019165","10989999.7711182","21840000.1525879","21680000.3051758","54549999.2370605","425779998.779297","771500000","827479980.46875","795520019.53125","1033319946.28906","919900024.414063","2054879882.8125","1912839965.82031","1810650024.41406","1155910034.17969","890969970.703125","643979980.46875","609979980.46875","727090026.855469","792140014.648438","190029998.779297","124620002.746582","882820007.324219","535489990.234375","196740005.493164","258579986.572266","744020019.53125","355970001.220703","215990005.493164","198108673.095703","156018661.499023","229368667.602539","159758666.992188","153678665.161133","62824668.8842773","118386169.433594","106505203.24707","71101203.918457","19915037.1551514","84199729.9194336","157744735.717773","203618545.532227","174089996.337891","335524505.615234","1671554443.35938","3637695556.64063","4174310546.875","4920466796.875","8899744140.625","10415775390.625","9990871093.75","10125923828.125","10036421875","9691870117.1875","7182862792.96875","9206277343.75","",
"Turks and Caicos Islands","TCA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","2410000.08583069","3250000","3759999.99046326","3450000.04768372","2779999.97138977","2319999.9332428","3390000.10490417","7070000.17166138","10319999.6948242","6739999.77111816","6869999.88555908","5550000.19073486","8890000.34332275","9550000.19073486","7889999.8664856","8779999.73297119","11600000.3814697","17500000","14800000.1907349","10899999.6185303","15789999.961853","5550000.19073486","4179999.82833862","4199999.80926514","6019999.98092651","7380000.11444092","6650000.09536743","6670000.07629395","4099999.90463257","2200000.04768372","3150000.09536743","5199999.80926514","-419999.986886978","15390000.3433228","","","","","","","","","","","","","","","","","",
"Chad","TCD","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","29999.9993294477","3259999.99046326","5519999.98092651","5559999.94277954","16549999.2370605","18270000.4577637","19010000.2288818","19829999.9237061","21719999.3133545","23750000","22350000.3814697","30409999.8474121","30790000.9155273","45279998.7792969","78480003.3569336","66730003.3569336","60880001.0681152","81599998.4741211","123150001.525879","84739997.8637695","34990001.6784668","59560001.373291","64150001.5258789","87430000.3051758","111410003.662109","179050003.051758","160309997.558594","201789993.286133","260690002.441406","250570007.324219","310579986.572266","262309997.558594","236699996.948242","223470001.220703","212289993.286133","235020004.272461","295779998.779297","227957717.895508","174442718.505859","187927383.422852","131328125","188598129.272461","229247802.734375","251987670.898438","332082672.119141","386437347.412109","290725677.490234","367979187.011719","441812927.246094","558334594.726563","494339996.337891","457660369.873047","475134826.660156","459341888.427734","391930053.710938","606473693.847656","624455627.441406","648980590.820313","875297180.175781","643311645.507813","1039181396.48438","732160888.671875","702319335.9375","1137950195.3125","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","1328109985.17275","1549209992.34915","1743340023.87524","1929919972.53895","2400669990.78728","1966279986.20085","1718489997.32733","1641210019.65739","2314239983.83619","2835589990.12783","3224909999.63693","3524299967.07849","3321610018.73389","3385139981.71501","3501789932.0405","3545439959.33607","4355949997.28352","5164860109.3851","6125269986.35009","6363840010.45301","7116500005.01425","6889849976.12238","9303789994.51735","8673469849.17857","8889080050.93039","9197609946.50797","7540949830.12975","6248800138.17549","7770779838.91964","9101279994.48777","7946010089.39743","6799360099.79248","6564070068.35938","6394419982.43332","6153709942.8177","8529419942.85583","7037449972.15272","7733009768.48603","7481530153.27454","8871530036.92628","8729360179.4243","6583340042.11426","8085950115.20386","11180440219.8792","8651560068.13049","7703729875.92221","6993940140.72419","7501439985.27527","7467159894.94324","6185010067.22451","11676939917.0876","9137949837.68464","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","175800003.051758","203589996.337891","232509994.506836","82919998.1689453","50189998.626709","58490001.6784668","126029998.779297","93010002.1362305","175610000.610352","583419982.910156","952929992.675781","727099975.585938","647500000","355859985.351563","240479995.727539","180100006.103516","339959991.455078","378869995.117188","287339998.722077","155260003.814473","3435230003.12784","6319450052.52399","5501400008.21092","5521019953.4893","6327470064.16321","9441179912.56714","6357390007.01904","5019739957.80945","5952489957.80945","8602429974.55597","8461130050.65919","7824000171.66138","8883519886.01685","8303859910.0113","9506050085.06776","4873249961.13778","5910140022.27783","5648739955.9021","6923129980.08728","7475910011.29151","7066259998.32153","10248940049.4397","9791779972.07642","8756000102.99683","10142060001.3733","8392490032.19605","9600769960.40345","9626980091.09497","8053829940.79591","7067189931.86951","10617860145.5689","9445320037.84181","","","",
"Togo","TGO","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","109999.999403954","2930000.0667572","4530000.20980835","6650000.09536743","14939999.5803833","13359999.6566772","12130000.1144409","14119999.8855591","18920000.0762939","17469999.3133545","16950000.7629395","19260000.2288818","21600000.3814697","25819999.6948242","38619998.9318848","41700000.7629395","42799999.2370605","63909999.8474121","101889999.389648","109470001.220703","90449996.9482422","62520000.4577637","76400001.5258789","111019996.643066","108260002.13623","110879997.253418","170339996.337891","121279998.779297","205410003.662109","199100006.103516","258239990.234375","199270004.272461","222429992.675781","95819999.6948242","124650001.525879","191339996.337891","155399993.896484","125132682.800293","128462677.001953","71532676.6967773","69629600.5249023","46092933.6547852","51129432.6782227","50089832.3059082","65133163.4521484","82606666.5649414","79828330.9936523","122486663.818359","330137969.970703","494514282.226563","394579986.572266","542382385.253906","245076599.121094","226317443.847656","210942382.8125","199471633.911133","168252273.55957","344942596.435547","336692321.777344","404710876.464844","562689758.300781","352139984.130859","429636474.609375","615510925.292969","",
"Thailand","THA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","43779998.7792969","29340000.1525879","37889999.3896484","36330001.8310547","31850000.3814697","49090000.1525879","44299999.2370605","60209999.0844727","65069999.6948242","68250000","73989997.8637695","62700000.7629395","53650001.5258789","60790000.9155273","70860000.6103516","84510002.1362305","167789993.286133","131029998.779297","255779998.779297","388380004.882813","415980010.986328","404609985.351563","383570007.324219","418440002.441406","451209991.455078","446929992.675781","451880004.882813","459200012.207031","528229980.46875","683640014.648438","793989990.234375","713770019.53125","738645019.53125","581900024.414063","577780029.296875","836380004.882813","831440002.441406","624869995.117188","699843139.648438","1015943176.26953","700669189.453125","284354339.599609","297804321.289063","-938588989.257813","51857666.015625","-164583328.24707","-214169998.168945","-307226654.052734","-615511718.75","-31034006.1187744","-20860000.6103516","-134118484.49707","-131373260.498047","28794387.8173828","354508880.615234","58665554.0466309","227778488.15918","250222869.873047","-419287841.796875","-350669677.734375","199537307.739258","133844970.703125","555438781.738281","84968795.7763672","",
"Tajikistan","TJK","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11840000.1525879","25959999.0844727","66500000","65080001.8310547","103139999.389648","85940002.4414063","160589996.337891","112629997.253418","111772903.442383","162635742.1875","154695739.746094","133302337.646484","228916778.564453","226366775.512695","206808776.855469","196426147.460938","234157882.69043","298252990.722656","324059997.558594","282127227.783203","394229888.916016","390554595.947266","356464813.232422","432252502.441406","359734680.175781","328191772.460938","403749359.130859","361986358.642578","715436096.191406","557532165.527344","594651794.433594","530799865.722656","",
"Turkmenistan","TKM","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6590000.15258789","31090000.1525879","26579999.9237061","30700000.7629395","23639999.3896484","20816667.5567627","27526666.6412354","25345905.3039551","35534252.166748","74927589.4165039","44114513.3972168","28843332.2906494","54040672.3022461","29050672.5311279","41106391.9067383","28765720.3674316","18122386.932373","40637386.3220215","43470001.2207031","40821235.6567383","37658592.2241211","35913993.8354492","34475269.317627","22954702.3773193","32228855.1330566","28143169.4030762","20459264.755249","26333873.7487793","35199459.0759277","29797052.3834229","16325649.2614746","36352214.8132324","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","676629999.637604","582519995.92781","601580001.711846","632199999.690056","709089991.211891","866939996.600152","823340004.444122","786509995.46051","1029070001.60217","1296930018.42499","1545130003.4523","1766020014.82248","1929520009.45806","2090209994.55452","2261750011.44409","2612830019.23561","2920349994.18259","3511069991.58859","3563070024.96719","3956149994.85016","4388590013.02719","5116439982.77188","4642930070.87708","4607680007.1001","4853579925.53711","5377200012.20703","5029239948.31741","4136549930.57251","3983749997.61582","4423530017.13753","3557359996.55724","4843870046.13876","4271410040.85541","5012940050.69137","5287510005.75722","5338370005.13077","6036039890.52773","5455180032.25327","6881449916.36276","7032750074.3866","8078940149.30726","8351769999.50409","7673029986.14312","7593969978.21331","7534190109.96818","7426790017.36641","6981720130.62239","6371290007.94888","8018029971.12275","6731810027.1225","9804980072.02149","9635000056.14758","","","",
"Timor-Leste","TLS","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","1639999.98569489","","","","","","319999.992847443","","","","","","","9999.99977648258","250000","449999.988079071","","9999.99977648258","460000.00834465","500000","250000","230000.004172325","449999.988079071","","","300000.011920929","","19999.9995529652","","100000.001490116","939999.997615814","129999.995231628","419999.986886978","230000.004172325","19999.9995529652","79999.9982118607","430000.007152557","1669999.95708466","152820007.324219","231270004.272461","194169998.168945","219050003.051758","175029998.779297","161240005.493164","184621673.583984","209136672.973633","279961578.369141","271353332.519531","212395492.553711","285269989.013672","275718414.306641","283642700.195313","258567230.224609","249539093.017578","212285720.825195","223699493.408203","231957061.767578","207648223.876953","230733062.744141","251282043.457031","256549468.994141","224597381.591797","259935394.287109","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","675460000.991821","660490007.877351","747029999.73297","1987949978.59001","3251070040.22598","4965719907.04537","4986189914.22653","5851079857.3494","6076029962.53968","6492389909.50585","7476509955.40618","7112949960.23179","5679300012.70772","4627519963.26447","4500069985.38972","4821519991.39786","4433229955.67322","4933810069.08417","3768040046.6919","3723559965.13367","10985360115.0513","10264059846.878","6799299927.94991","5304749928.47443","5810619975.32845","4790409900.66528","5104919917.58347","4726769939.89944","4750030026.43585","4331639986.99188","3786629936.21827","3837719996.45233","3431639967.44156","6866659915.92408","9094559852.6001","26058119899.7498","13547880346.2982","14457189731.5979","16434810302.7344","7997869934.08203","6964450088.02414","8048189842.22413","10394770088.1958","17089959671.0205","17543759948.7305","16339950271.6065","23118130126.9531","25014159484.8633","28731170288.0859","24275830047.6074","24845969726.5625","31547500457.7637","","","",
"Tonga","TON","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","9999.99977648258","19999.9995529652","70000.0002980232","50000.0007450581","59999.9986588955","500000","610000.014305115","1320000.05245209","1580000.04291534","589999.973773956","1350000.02384186","709999.978542328","1169999.95708466","1340000.0333786","3000000","3240000.00953674","4119999.88555908","6480000.01907349","8689999.5803833","22680000.3051758","15069999.6948242","17260000.2288818","17200000.7629395","17159999.8474121","14609999.6566772","12729999.5422363","14000000","20559999.4659424","17260000.2288818","22809999.4659424","27149999.6185303","17079999.9237061","22059999.4659424","28420000.0762939","29329999.9237061","32040000.9155273","29319999.6948242","25670000.0762939","20090000.1525879","19319999.6948242","16418333.0535889","20638332.3669434","18014333.7249756","22257999.420166","20308000.5645752","32893665.3137207","22556667.3278809","32020244.5983887","25639238.3575439","36854209.8999023","59060001.373291","88558631.8969727","78176849.3652344","81089614.8681641","80329811.0961914","68395751.953125","82605918.8842773","87229316.7114258","97448379.5166016","107947006.225586","162980010.986328","113074180.603027","295049987.792969","129549209.594727","",
"South Asia (IDA & IBRD)","TSA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","1346009959.3997","1567140033.02157","1282900030.19571","1627030030.78699","2386080029.24919","3645119996.5477","3524409965.99198","2689980008.12531","3175459967.61322","3734830011.84464","5165000008.58307","4403800014.49585","4410139938.35449","4137610047.3404","4014049960.13641","3910670017.24244","4908209950.92392","4831699957.84759","5577089937.21008","5612420061.11145","5245440057.75451","7191970027.92359","5958269886.01685","4613720020.29419","6117210092.54456","4453159961.70044","4488510042.19055","4074329994.20166","4284769922.25647","3822920022.96448","3644300041.19873","5534260005.95092","6386380079.26941","5672769973.75489","6732410093.30751","9017530021.66749","8630770008.08716","10817159828.186","11029809799.1943","13631290325.1648","14838659828.186","16698280357.3608","13999030078.8879","13871940219.8792","15501880256.6528","15596229959.4879","13754680145.2637","14906799999.2371","12130689971.9239","14852809936.5234","16458270339.9658","17474579917.9077","","","",
