"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Finland","FIN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","1080000.04291534","1009999.99046326","10819999.6948242","4429999.82833862","3440000.05722046","4360000.1335144","4110000.1335144","2829999.92370605","6210000.03814697","8750000","6960000.03814697","10640000.3433228","8460000.03814697","14569999.6948242","14850000.3814697","19360000.6103516","23159999.8474121","22979999.5422363","26319999.6948242","30709999.0844727","35869998.9318848","40159999.8474121","35029998.7792969","31620000.8392334","30530000.6866455","31360000.6103516","41659999.8474121","35490001.6784668","52290000.9155273","40529998.7792969","49220001.2207031","44810001.373291","62740001.6784668","59840000.1525879","39110000.6103516","42799999.2370605","46790000.9155273","44505973.815918","36885974.8840332","35200847.6257324","29370382.30896","26180383.682251","34167999.2675781","51248001.0986328","65527168.2739258","66080833.4350586","55795833.5876465","50876667.0227051","45080001.8310547","66410003.6621094","75489997.8637695","75389099.1210938","105374298.095703","91218605.0415039","94239585.8764648","102481666.564941","117417724.609375","145897689.819336","120974807.739258","130198898.31543","196379226.68457","612696960.449219","361043792.724609","190190093.994141","",
"France","FRA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460000.00834465","13189999.5803833","62130001.0681152","102660003.662109","73550003.0517578","112690002.441406","84440002.4414063","73639999.3896484","102879997.253418","97483078.0029297","135403076.171875","110728416.442871","112265335.083008","85365333.5571289","104821670.532227","106236663.818359","111706665.039063","91129997.253418","120910003.662109","63770000.4577637","130639999.389648","143257293.701172","143210037.231445","117005218.505859","81393936.1572266","50830165.8630371","98150947.5708008","98786018.371582","92541961.6699219","171628128.051758","131254821.777344","152271896.362305","125806556.70166","",
"Gabon","GAB","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","19999.9995529652","560000.002384186","2640000.10490417","4059999.94277954","14859999.6566772","13020000.4577637","13479999.5422363","15000000","13289999.961853","18709999.0844727","23760000.2288818","23719999.3133545","26819999.6948242","39189998.626709","24620000.8392334","60400001.5258789","33959999.0844727","27170000.0762939","43430000.3051758","36619998.9318848","55580001.8310547","43169998.1689453","61849998.4741211","63459999.0844727","75279998.7792969","60750000","78650001.5258789","82260002.1362305","105739997.86377","132059997.558594","131229995.727539","142710006.713867","68510002.1362305","100860000.610352","181029998.779297","143740005.493164","126510002.13623","38830001.8310547","44641651.1535645","47798133.8500977","11848133.0871582","8636483.19244385","71660003.6621094","-10915833.4732056","40044166.5649414","50304168.7011719","31211666.1071777","53206668.8537598","64116668.7011719","77946365.3564453","103959999.084473","69446220.3979492","68853591.9189453","87209068.2983398","111267578.125","98784317.0166016","41624767.3034668","106349075.317383","116991210.9375","116951629.638672","54557510.3759766","99907051.0864258","134782913.208008","53148811.340332","",
"United Kingdom","GBR","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209999.993443489","20350000.3814697","104779998.779297","177320007.324219","209059997.558594","309369995.117188","242028335.571289","208668334.960938","246838333.129883","171949996.948242","294125000","317214996.337891","228669738.769531","314205718.994141","293340728.759766","357192474.365234","381930206.298828","818107421.875","794066284.179688","527770019.53125","545059814.453125","659189575.195313","646312622.070313","563759399.414063","448930908.203125","462740814.208984","447435943.603516","589095947.265625","493119354.248047","1041889648.4375","769990661.621094","376801483.154297","365216949.462891","",
"Ghana","GHA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","2940000.05722046","2970000.02861023","5610000.1335144","18010000.2288818","20219999.3133545","46220001.2207031","62189998.626709","45279998.7792969","62200000.7629395","71269996.6430664","59099998.4741211","56840000.1525879","58560001.373291","40900001.5258789","36319999.6948242","124209999.084473","61540000.9155273","90169998.1689453","112180000.305176","168220001.220703","190809997.558594","144119995.117188","138729995.727539","108389999.389648","213119995.117188","194330001.831055","358880004.882813","409019989.013672","575590026.855469","715530029.296875","559719970.703125","878630004.882813","614219970.703125","627260009.765625","547719970.703125","649869995.117188","651270019.53125","494173400.878906","703880981.445313","610085998.535156","600649291.992188","644851074.21875","689372314.453125","985035644.53125","1419010986.32813","1152635253.90625","1236248657.22656","1162919433.59375","1312170776.36719","1584683593.75","1369069946.28906","1803865844.72656","1799276977.53906","1328166259.76563","1123126953.125","1770481811.52344","1318654663.08594","1263540771.48438","1067619384.76563","911422729.492188","2205243408.20313","1239739746.09375","1049816894.53125","1571978515.625","",
"Gibraltar","GIB","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","469999.998807907","870000.004768372","430000.007152557","-9999.99977648258","509999.990463257","1059999.94277954","1789999.96185303","2720000.02861023","899999.976158142","1379999.99523163","2650000.09536743","3819999.9332428","4190000.05722046","6250000","6619999.88555908","3029999.97138977","2950000.04768372","4449999.80926514","3529999.97138977","6530000.20980835","11149999.6185303","7420000.07629395","3119999.88555908","3390000.10490417","10960000.038147","28920000.0762939","20819999.6948242","14560000.4196167","16190000.5340576","449999.988079071","560000.002384186","2569999.9332428","3140000.10490417","-9999.99977648258","569999.992847443","209999.993443489","-239999.994635582","370000.004768372","219999.998807907","29999.9993294477","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","159999.996423721","2529999.97138977","10189999.5803833","23299999.2370605","14140000.3433228","24020000.4577637","14390000.3433228","8000000","6099999.90463257","13430000.3051758","10250000","9550000.19073486","4789999.96185303","11220000.2670288","19809999.4659424","24370000.8392334","10409999.8474121","22600000.3814697","59299999.2370605","55560001.373291","88669998.1689453","106510002.13623","115489997.86377","66480003.3569336","120220001.220703","112919998.168945","168270004.272461","220809997.558594","254960006.713867","363160003.662109","291579986.572266","377519989.013672","447279998.779297","410279998.779297","358230010.986328","415920013.427734","298059997.558594","381385192.871094","359574035.644531","237834030.151367","153408828.735352","289250000","254193328.857422","250633331.298828","274812011.71875","192910339.355469","173120330.810547","257614746.09375","351221862.792969","217658325.195313","219729995.727539","202115890.50293","633179992.675781","467422241.210938","563120605.46875","539396057.128906","566984802.246094","472239135.742188","653992248.535156","562773864.746094","727187683.105469","594082946.777344","502325012.207031","531753295.898438","",
"Gambia, The","GMB","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","540000.021457672","1429999.94754791","2549999.95231628","5119999.88555908","2549999.95231628","4250000","3589999.91416931","3009999.99046326","5840000.15258789","3670000.07629395","1309999.94277954","3529999.97138977","4880000.11444092","6440000.05722046","10189999.5803833","8039999.96185303","10850000.3814697","21250000","34180000.3051758","34310001.373291","52639999.3896484","67379997.253418","46110000.6103516","40380001.0681152","51750000","48040000.9155273","101400001.525879","103290000.915527","83220001.2207031","98660003.6621094","97260002.1362305","99540000.9155273","108839996.337891","84900001.5258789","68889999.3896484","45430000.3051758","36060001.373291","38896968.8415527","39451618.1945801","34351615.9057617","49644649.5056152","52734333.0383301","64474670.4101563","63288650.5126953","61340351.1047363","60757015.2282715","75198036.1938477","97199996.9482422","94629470.8251953","125167877.197266","106480003.356934","135714172.363281","138977050.78125","112286331.176758","100335060.119629","113938110.351563","91942924.4995117","284466461.181641","234128829.956055","190691360.473633","302051361.083984","249042572.021484","272408721.923828","343857177.734375","",
"Guinea-Bissau","GNB","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","810000.002384186","","","","","2809999.94277954","509999.990463257","","70000.0002980232","","109999.999403954","","9999.99977648258","10060000.4196167","20760000.2288818","24850000.3814697","39049999.2370605","49610000.6103516","52529998.7792969","58099998.4741211","64120002.746582","63229999.5422363","63029998.7792969","54389999.3896484","56470001.2207031","69250000","111069999.694824","100819999.694824","114900001.525879","126349998.474121","112819999.694824","107300003.051758","94529998.7792969","174360000.610352","117599998.474121","180770004.272461","124530357.36084","96010360.7177734","52600360.8703613","81069999.6948242","60694667.8161621","59884834.2895508","145374832.15332","77846832.2753906","66756935.1196289","88196929.9316406","125572097.77832","135685089.111328","149400009.155273","118120002.746582","120637901.306152","80275436.4013672","105621696.472168","110254852.294922","95087234.4970703","196816986.083984","113353599.54834","153599090.576172","113485046.386719","148729919.433594","170619369.506836","149706253.051758","188911605.834961","",
"Equatorial Guinea","GNQ","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","1009999.99046326","15890000.3433228","2180000.0667572","419999.986886978","839999.973773956","589999.973773956","2630000.11444092","9229999.54223633","10229999.5422363","13960000.038147","11119999.8855591","14970000.2670288","17110000.6103516","20399999.6185303","53229999.5422363","47909999.8474121","56220001.2207031","60229999.5422363","62180000.3051758","61819999.6948242","52659999.8474121","29729999.5422363","33400001.5258789","30819999.6948242","23888666.1529541","22158666.6107178","20238666.5344238","21270000.4577637","13239999.7711182","20149999.6185303","20930000.3051758","29149999.6185303","38130001.0681152","26209999.0844727","31360387.802124","32081981.6589355","31782524.1088867","86540000.9155273","24547021.8658447","14450188.6367798","4625308.0368042","516849.994659424","7485756.87408447","6923532.00912476","6926545.14312744","6723571.77734375","63065559.387207","7397778.98788452","14264043.8079834","12418050.7659912","11663417.8161621","",
"Greece","GRC","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","50000.0007450581","1850000.02384186","2750000","2720000.02861023","3339999.91416931","2589999.91416931","2839999.91416931","3849999.90463257","6059999.94277954","6150000.09536743","7420000.07629395","27469999.3133545","34409999.8474121","23940000.5340576","19129999.1607666","20030000.6866455","14649999.6185303","13800000.1907349","16450000.7629395","12930000.3051758","7869999.88555908","23610000.6103516","10819999.6948242","11850000.3814697","8880000.11444092","6264506.81686401","10395962.7151489","16871913.9099121","11292456.6268921","10219667.4346924","10781999.5880127","15603667.2592163","52599998.4741211","26806667.3278809","26094305.0384521","31797534.942627","45826728.8208008","30520000.4577637","12027162.5518799","7659854.88891602","12527177.8106689","39708801.2695313","24097612.3809814","8579892.1585083","5843494.89212036","31736911.7736816","14677843.0938721","69597717.2851563","68142768.8598633","-93638496.3989258","38494625.0915527","",
"Greenland","GRL","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","16629999.1607666","15470000.2670288","9979999.54223633","10590000.1525879","12159999.8474121","13899999.6185303","10350000.3814697","15130000.1144409","16620000.8392334","13529999.7329712","14510000.2288818","11939999.5803833","18979999.5422363","18370000.8392334","22170000.0762939","30069999.6948242","50060001.373291","42240001.6784668","32080001.8310547","41380001.0681152","41959999.0844727","38569999.6948242","43810001.373291","57000000","48580001.8310547","76019996.6430664","122330001.831055","238369995.117188","211100006.103516","238500000","185910003.662109","191179992.675781","198389999.389648","218850006.103516","196029998.779297","205350006.103516","182839996.337891","256300231.933594","230290237.426758","280900238.037109","260698547.363281","227158538.818359","253236938.476563","259308410.644531","233507293.701172","269480560.302734","500665557.861328","465030578.613281","539501342.773438","380557464.599609","400529998.779297","353574401.855469","304886657.714844","496600158.691406","279835113.525391","411294219.970703","265446594.238281","367012451.171875","399415863.037109","389408660.888672","474629241.943359","514285827.636719","439355041.503906","447018524.169922","",
"Guam","GUM","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","7570000.17166138","9380000.11444092","8319999.69482422","6150000.09536743","5070000.17166138","6989999.77111816","8670000.07629395","11350000.3814697","15159999.8474121","18100000.3814697","16979999.5422363","16430000.3051758","12460000.038147","8090000.15258789","12140000.3433228","10100000.3814697","22030000.6866455","11609999.6566772","26079999.9237061","29489999.7711182","26649999.6185303","51959999.0844727","24469999.3133545","15210000.038147","9789999.96185303","10720000.2670288","24100000.3814697","23659999.8474121","22750000","39590000.1525879","164770004.272461","127750000","67480003.3569336","87970001.2207031","68099998.4741211","68089996.3378906","88800003.0517578","235529998.779297","75383102.4169922","55623100.2807617","63633098.6022949","63919998.1689453","47259998.3215332","59279998.7792969","101339996.337891","101356666.564941","129506668.09082","78080902.0996094","120391479.492188","111232192.993164","102559997.558594","105620117.1875","114921150.20752","101236190.795898","160611923.217773","32138824.4628906","70020416.2597656","51128738.4033203","104179985.046387","112507446.289063","53201774.597168","139901382.446289","200485961.914063","139789916.992188","",
"High income","HIC","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","568140012.839809","632909995.878115","598740015.268326","675330015.478656","498449999.867007","611040007.412434","655010007.688776","607309991.793707","559630008.690059","654309993.617237","601930010.87755","665860008.727759","766749992.97969","835119989.249855","875229991.81971","1333660008.52175","1571900033.60622","1984750022.12264","1702369989.83473","2273140033.20783","2137219988.6106","2246239975.29596","1907009994.86074","2425109978.53242","2299300015.8798","2925620021.96535","3168899988.42031","2507760059.53178","2314370065.1601","2398520007.78541","4478930046.27525","6883549931.1313","5824180080.69135","4591210089.55501","5369840078.6817","6415029872.93899","5899770029.50013","4227879983.48475","5416969959.95939","4813600056.14721","4788500026.91522","4109809964.22842","4025050000.85943","4689109959.241","5935860082.6934","424410001.87397","487909995.287657","356129997.730255","597139999.866486","579070009.231567","600140007.019043","381799997.329712","290989999.5327","214099997.401237","180960007.429123","127280002.355576","247960003.554821","205959998.130798","94269998.550415","152280002.593994","198850004.196167","129680000.305176","","","",
"Hong Kong SAR, China","HKG","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","5829999.92370605","5119999.88555908","1909999.9666214","5449999.80926514","280000.001192093","4250000","2470000.02861023","2650000.09536743","1320000.05245209","1289999.96185303","1409999.9666214","3630000.11444092","2890000.10490417","910000.026226044","1029999.97138977","-1139999.98569489","2680000.0667572","2069999.9332428","2349999.90463257","11909999.8474121","10890000.3433228","9520000.45776367","7929999.82833862","8779999.73297119","13750000","20479999.5422363","18469999.3133545","19389999.3896484","22100000.3814697","40619998.9318848","38159999.8474121","36069999.6948242","-39000000","30270000.4577637","26870000.8392334","17729999.5422363","13199999.8092651","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","5389999.8664856","7340000.15258789","5880000.11444092","7320000.17166138","10710000.038147","11670000.0762939","9729999.54223633","8789999.96185303","16219999.3133545","12399999.6185303","13939999.5803833","11739999.7711182","16329999.9237061","13960000.038147","19500000","37630001.0681152","29850000.3814697","32349998.4741211","50110000.6103516","70440002.4414063","86750000","87889999.3896484","122190002.441406","146449996.948242","215089996.337891","237910003.662109","267500000","251830001.831055","293380004.882813","244600006.103516","411049987.792969","299600006.103516","314640014.648438","288309997.558594","255990005.493164","374670013.427734","238729995.727539","275518341.064453","283501678.466797","757261657.714844","399853332.519531","562253356.933594","382093322.753906","317263336.181641","539572143.554688","649364624.023438","518234619.140625","407543945.3125","462129516.601563","418391235.351563","355010009.765625","359249481.201172","566188842.773438","625870361.328125","606276062.011719","540596252.441406","412396209.716797","442227874.755859","664937011.71875","453339874.267578","1184317993.16406","618692199.707031","787478088.378906","550766601.5625","",
"Heavily indebted poor countries (HIPC)","HPC","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","922550006.940961","1039959996.70587","1193250011.32488","1428720004.31456","2266390011.72781","3127549972.47458","2927890012.74109","3454510001.18255","4611820029.25873","6018679977.17857","6864290012.1212","6544900001.04904","6716759963.98926","6574869944.57245","6746660032.27234","7859559928.89404","9792589945.31632","11178219938.2782","12691859985.3516","13112279960.6323","15708499908.4473","16411240013.1226","16933370029.4495","15138549850.4639","17237569751.7395","17252320037.8418","14709710037.2314","12841659961.7004","12875469957.3517","12341400020.5994","11692290056.2286","14053620004.6539","18130270151.1383","24043109851.8372","25669960058.2123","26700920196.5332","30235519884.1095","34744060176.8494","37349889717.1021","41517110107.4219","43968599628.4485","44151809989.9292","42273160091.4002","40595750022.8882","38432340305.3284","37405099853.5156","36607340133.667","39757549804.6875","41128560134.8877","42275679840.0879","54291840053.5584","49608640026.0926","","","",
"Croatia","HRV","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9999.99977648258","","109660003.662109","53279998.7792969","133309997.558594","40360000.6103516","39380001.0681152","48470001.2207031","65510002.1362305","112129997.253418","130600006.103516","120400001.525879","119660003.662109","123459999.084473","196509994.506836","162910003.662109","241059997.558594","168830001.831055","150470001.220703","","","","","","","","","","","","","","",
"Haiti","HTI","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","10359999.6566772","14210000.038147","5500000","3140000.10490417","4010000.22888184","6159999.84741211","4480000.01907349","4400000.09536743","5809999.94277954","4139999.8664856","6710000.03814697","5929999.82833862","7010000.22888184","7809999.94277954","12880000.1144409","41549999.2370605","54659999.8474121","64809997.5585938","74150001.5258789","74940002.4414063","95029998.7792969","96129997.253418","113629997.253418","117010002.13623","115819999.694824","138119995.117188","177509994.506836","210479995.727539","135960006.713867","186080001.831055","155710006.713867","170610000.610352","100510002.13623","120620002.746582","615289978.027344","654799987.792969","331109985.351563","280799987.792969","350933990.478516","213774002.075195","181643997.192383","170029998.779297","151949996.948242","186744049.072266","280064056.396484","366634063.720703","531536682.128906","622629394.53125","824617736.816406","990764221.191406","2777370117.1875","1506462524.41406","1273346557.61719","1152134643.55469","1082363769.53125","1045857910.15625","1071682373.04688","981249511.71875","1017113403.32031","696997558.59375","889003845.214844","952603698.730469","899078552.246094","1077659423.82813","",
"Hungary","HUN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67010002.1362305","626219970.703125","221149993.896484","164389999.389648","199080001.831055","-245240005.493164","202759994.506836","176160003.662109","238750000","248779998.779297","252169998.168945","417489990.234375","160330001.831055","247990005.493164","302010009.765625","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","3391589959.83191","3676090016.12663","3507470035.78022","4479899988.5805","6016800048.23208","7966449831.61428","7814619871.76538","7582269951.8893","8984129913.86652","9516369969.38661","11991979938.2966","12138589875.0704","10905130043.108","10452889986.7907","10422389927.6536","11123500022.4598","12312179867.7817","13676910097.6549","14455270024.0016","15025659990.8453","25278340142.6468","29658069839.9786","27117929837.6329","24336729806.9391","25764520074.1291","27934679769.7544","23524569745.5853","19767359972.0001","22038929789.0663","25243860010.3855","22655610111.9518","22037190330.0285","22977399928.093","25281969843.0002","28566129820.63","44350559799.4328","30915360271.6923","31289329495.9068","36640910285.4729","29235590190.8875","26794650343.895","31202849923.4021","29660120085.4778","33670220029.7117","35140350226.6407","30650490095.2578","32304060224.2351","31523079824.3284","28479630035.8773","24710170134.7828","34609030038.3568","39507310353.9236","","","",
"IDA & IBRD total","IBT","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","5236319954.50146","5728930020.17401","5906750060.18952","7846029979.31279","11222230064.6994","14815249851.3442","14250379903.6443","14688619879.1359","17656379945.8537","21256449885.834","25740399984.3877","24733869922.9639","23433349954.1916","21784209912.7546","21941539903.4303","23459089933.4438","27254429837.5622","30715880010.1839","32868280012.3282","34140929938.8509","48125360142.2478","52534919882.0237","50224889846.3734","45332819652.0302","49915169928.2974","50972349830.8845","43447539843.2016","37517879980.2661","40065449698.329","42535310057.4017","39439610182.0469","42055060346.1266","47191790151.1192","55287559713.4531","61236879945.5614","84592839977.026","79981130112.8865","77249809576.5114","84962259992.1227","84368430362.7015","86000390072.8226","92651060095.1016","91701330312.4905","101805490296.245","100002850603.342","95612540104.9853","99352630540.5498","107216739463.687","108915640220.165","105624849730.73","133138769937.038","131219010305.095","","","",
"IDA total","IDA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","1844729994.66956","2052840004.04738","2399280024.40929","3366129990.7323","5205430016.46735","6848800019.72989","6435760031.87895","7106349927.24657","8672250031.98721","11740079916.4474","13748420046.0911","12595280047.8935","12528219911.0836","11331319925.9639","11519149975.7767","12335589910.984","14942249969.7805","17038969912.529","18413009988.3266","19115269948.0057","22847019999.6009","22876850042.0451","23106960008.7404","20996089845.0911","24150649854.1683","23037670061.1301","19922970097.6163","17750520008.266","18026519909.2627","17291450047.0161","16784000070.0951","20017870016.098","24214390223.0263","30005589870.4529","32670750124.9314","40242280177.5933","49065769841.1942","45960480080.6046","48321349706.6498","55132840171.814","59205739728.9276","61448210171.6996","62041210227.0127","68135270266.533","64862500376.7014","64962050009.7275","67048570316.3147","75693659639.3586","80436010184.2881","80914679595.9473","98529739898.6817","91711699951.1719","","","",
"IDA blend","IDB","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","815589990.437031","821210004.210473","748800019.323826","751950001.936406","1053249987.37313","1465020018.57758","1731229992.80692","1347340000.15259","1556839991.102","1820800018.04233","2562119994.64035","2193080007.07626","2337669997.20037","1989760017.097","2101869946.95663","1995090010.16617","2317990014.85109","2415069944.38171","3319140002.74614","3923369954.1092","3926680098.15365","3921270062.86383","4295409988.04569","3719689997.10679","4284680036.05306","3239310050.50615","3436810039.59477","3125460013.5684","3006819975.73376","2652730031.96716","2687340009.68933","3826990036.01074","4311740041.25596","3847909986.97282","4555820003.50953","11793370070.9343","17583159964.5615","8949599992.75207","6488689962.38709","8820640062.33215","10714170103.0731","11051200161.9339","9955410044.67011","11361560053.8254","12045330176.3535","11773850083.3511","10686089926.7197","11975550151.825","11634519974.7086","13270469863.8916","15985200050.354","15196969879.1504","","","",
"Indonesia","IDN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","83080001.8310547","113800003.051758","157729995.727539","108150001.525879","66900001.5258789","42869998.9318848","85430000.3051758","231940002.441406","326029998.779297","328609985.351563","464359985.351563","584500000","494959991.455078","597309997.558594","649929992.675781","668969970.703125","643380004.882813","499950012.207031","625929992.675781","716440002.441406","936909973.144531","964440002.441406","894750000","734669982.910156","663469970.703125","590859985.351563","700179992.675781","1207170043.94531","1560770019.53125","1768359985.35156","1592550048.82813","1791609985.35156","1919430053.71094","1876089965.82031","1505199951.17188","1251750000","1057969970.70313","797580017.089844","1265686035.15625","2132456054.6875","1645426269.53125","1458182495.11719","1296010131.83594","1738635009.76563","97564201.3549805","2488997558.59375","1229973632.8125","737037780.761719","1145673339.84375","902692077.636719","1212579956.05469","358105194.091797","69008773.8037109","69474822.9980469","-381941589.355469","-28457588.1958008","-108278182.983398","280185241.699219","962693420.410156","-693161743.164063","1211180786.13281","626984741.210938","667683776.855469","1155079467.77344","",
"IDA only","IDX","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","1029140004.23253","1231629999.83691","1650480005.08547","2614179988.79589","4152180029.09422","5383780001.15231","4704530039.07204","5759009927.09398","7115410040.88521","9919279898.40508","11186300051.4507","10402200040.8173","10190549913.8832","9341559908.86688","9417280028.82004","10340499900.8179","12624259954.9294","14623899968.1473","15093869985.5804","15191899993.8965","18920339901.4473","18955579979.1813","18811550020.6947","17276399847.9843","19865969818.1152","19798360010.6239","16486160058.0215","14625059994.6976","15019699933.5289","14638720015.049","14096660060.4057","16190879980.0873","19902650181.7703","26157679883.4801","28114930121.4218","28448910106.659","31482609876.6327","37010880087.8525","41832659744.2627","46312200109.4819","48491569625.8545","50397010009.7656","52085800182.3426","56773710212.7076","52817170200.3479","53188199926.3764","56362480389.5951","63718109487.5336","68801490209.5795","67644209732.0557","82544539848.3277","76514730072.0215","","","",
"Isle of Man","IMN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","729630004.882813","616590026.855469","677270019.53125","977440002.441406","1216010009.76563","1284199951.17188","1249699951.17188","1382119995.11719","924409973.144531","905260009.765625","824659973.144531","1002400024.41406","613900024.414063","778710021.972656","1230400024.41406","1605189941.40625","1744609985.35156","988809997.558594","1131150024.41406","1363189941.40625","2185959960.9375","1972469970.70313","1635750000","1830510009.76563","1665939941.40625","1587010009.76563","1989939941.40625","1695479980.46875","1947650024.41406","1766109985.35156","1395000000","2733520019.53125","2425139892.57813","1466290039.0625","2322320068.35938","1732829956.05469","1904152954.10156","1646250000","1608949096.67969","1490759033.20313","1383423095.70313","1729608032.22656","1738208007.8125","720896728.515625","778313415.527344","1875962768.55469","1383576416.01563","1329207519.53125","2011584472.65625","2456610351.5625","2561070068.35938","3270217529.29688","1681847900.39063","2456343505.85938","2991821289.0625","3174348388.67188","2679044677.73438","3198135253.90625","2461992431.64063","2551398681.64063","1795723022.46094","3136778564.45313","2818065917.96875","2376562011.71875","",
"Not classified","INX","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
